鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
五股區,房地(土地+建物)+車位,成泰路三段331~360號,23.36,都市：其他:住宅區,,,1100107,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080726,127.43,3,2,2,有,無,11610000,96224,坡道平面,26.52,1900000,含裝潢費;,RPPOMLMLJHGGFBF17DA,60.85,3.14,2.81,有,
新莊區,房地(土地+建物)+車位,新樹路601~630號,19.7,都市：其他:商業區,,,1091112,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951227,155.28,3,2,2,有,有,10800000,69552,坡道平面,41.16,0,,RPWRMLPLJHGGFBF48DA,75.42,1.18,8.78,有,0020
泰山區,房地(土地+建物)+車位,明志路三段481~510號,33.94,都市：其他:住宅區,,,1100105,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010203,255.76,3,2,3,有,有,28000000,118284,坡道平面,35.95,2000000,,RPSPMLQLJHGGFBF97DA,0.0,0.0,0.0,有,
泰山區,房地(土地+建物)+車位,明志路三段142巷1~30號,6.85,都市：其他:商業區,,,1100101,土地2建物2車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0871003,54.809999999999995,2,0,2,有,有,4100000,74804,坡道平面,0.0,0,陽台外推;,RPOQMLRLJHGGFBF77DA,12.35,0.0,9.3,有,0021
新莊區,房地(土地+建物),中信街151~180號,6.71,都市：其他:第一種商業區,,,1091126,土地1建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060926,56.519999999999996,0,0,0,無,有,8080000,142958,,0.0,0,,RPUNMLRLJHGGFBF08DA,31.57,1.92,4.51,有,0022
林口區,房地(土地+建物)+車位,信義路391~420號,44.66,都市：其他:第五種住宅區,,,1091228,土地1建物1車位2,十四層，十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051221,341.97,4,3,3,有,有,29280000,86258,坡道平面,39.62,3200000,,RPWNMLRLJHGGFBF28DA,190.58,2.28,21.26,有,
泰山區,土地,同榮段541~570地號,300.8,都市：其他:鄰里公園兼兒童遊樂場用地,,,1091228,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,32632200,108485,,0.0,0,包含公共設施保留地用地;,RPVRMLRLJHGGFBF58DA,0.0,0.0,0.0,無,0023
新莊區,土地,安段,4.77,都市：其他:道路用地,,,1100107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,542254,113680,,0.0,0,包含公共設施保留地用地;,RPRSMLRLJHGGFBF28DA,0.0,0.0,0.0,無,0024
新莊區,土地,安和段481~510地號,53.45,都市：其他:道路用地,,,1100107,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4847106,90685,,0.0,0,包含公共設施保留地用地;,RPSSMLRLJHGGFBF38DA,0.0,0.0,0.0,無,
林口區,房地(土地+建物)+車位,文化三路一段361~390號,16.68,都市：其他:中心商業區,,,1100113,土地2建物1車位1,十八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960817,171.14,3,1,2,有,有,14980000,87526,坡道平面,0.0,0,,RPUTMLRLJHGGFBF68DA,91.23,0.0,10.76,有,
新莊區,房地(土地+建物),中正路新建巷28弄1~30號,19.25,都市：其他:住宅區,,,1091230,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701228,83.55,3,1,2,有,無,7900000,94554,,0.0,0,陽台外推;其他增建;,RPPNMLSLJHGGFBF67DA,70.88,0.0,12.67,無,0025
林口區,房地(土地+建物),文化三路二段61~90號,49.59,都市：其他:第五種住宅區,,,1100112,土地1建物1車位0,全,一層,透天厝,見其他登記事項,見其他登記事項,0980304,16.85,0,0,0,無,無,18000000,1068249,,0.0,0,,RPXPMLSLJHGGFBF68DA,16.85,0.0,0.0,無,0026
