鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
桃園區,房地(土地+建物),樹仁二街31~60號,6.66,都市：其他:道路用地,,,1100119,土地2建物1車位0,四層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0821110,55.629999999999995,1,1,1,有,有,1700000,30559,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPRMLRLJHGGFAH08DA,32.5,0.0,0.0,有,
桃園區,房地(土地+建物)+車位,同安街661~690號,21.75,都市：其他:住宅區,,,1091015,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830713,145.27,3,2,2,有,有,9300000,64019,坡道平面,0.0,0,,RPRRMLRLJHGGFAH28DA,90.91,1.28,10.51,有,0010
桃園區,房地(土地+建物),寶慶路511~540號,16.18,都市：其他:住宅區,,,1091119,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821210,136.51,3,2,2,有,有,7600000,55674,,0.0,0,,RPQOMLRLJHGGFAH87DA,88.85,1.2,10.49,有,0011
桃園區,房地(土地+建物)+車位,寶山街211~240號,18.27,都市：其他:住宅區,,,1091119,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860918,117.30000000000001,4,2,2,有,有,7400000,63081,坡道平面,0.0,0,,RPSOMLRLJHGGFAH08DA,63.31,0.0,7.22,有,
桃園區,房地(土地+建物)+車位,大興西路一段211~240號,14.17,都市：其他:住宅區,,,1091203,土地2建物1車位1,七層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0880518,115.8,0,0,0,無,有,7864860,67918,坡道平面,34.18,0,,RPWOMLRLJHGGFAH48DA,61.41,0.0,0.0,有,
桃園區,房地(土地+建物)+車位,民有東路31~60號,41.36,都市：其他:住宅區,,,1091223,土地1建物1車位2,十一層，十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830801,310.24,3,2,3,有,有,12300000,39647,坡道平面,0.0,0,,RPTPMLRLJHGGFAH28DA,147.67,34.51,19.97,有,
桃園區,房地(土地+建物)+車位,慈文路421~450號,34.53,都市：其他:住宅區,,,1091130,土地1建物1車位1,十層，十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800610,234.79999999999998,4,2,3,有,有,13800000,58773,坡道平面,0.0,0,增值稅由買方負擔,RPRNMLSLJHGGFAH97DA,163.04,0.0,14.75,有,0012
桃園區,土地,埔子段埔子小段1861~1890地號,3488.0,都市：其他:住宅區,,,1091224,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,680552400,195113,,0.0,0,,RPSNMLSLJHGGFAH08DA,0.0,0.0,0.0,無,
桃園區,土地,埔子段埔子小段1861~1890地號,449.0,都市：其他:道路用地,,,1091224,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37992500,84616,,0.0,0,,RPTNMLSLJHGGFAH18DA,0.0,0.0,0.0,無,
桃園區,房地(土地+建物),和平路1~30號,5.56,都市：其他:商業區,,,1100118,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821228,52.89,1,1,1,有,無,2700000,51049,,0.0,0,,RPOOMLSLJHGGFAH77DA,28.71,0.0,5.29,有,0013
