"鄉鎮市區","交易標的","土地區段位置建物區段門牌","土地移轉總面積平方公尺","都市土地使用分區","非都市土地使用分區","非都市土地使用編定","交易年月日","交易筆棟數","移轉層次","總樓層數","建物型態","主要用途","主要建材","建築完成年月","建物移轉總面積平方公尺","建物現況格局-房","建物現況格局-廳","建物現況格局-衛","建物現況格局-隔間","有無管理組織","總價元","單價元平方公尺","車位類別","車位移轉總面積(平方公尺)","車位總價元","備註","編號","主建物面積","附屬建物面積","陽台面積","電梯","移轉編號"
"楊梅區","房地(土地+建物)+車位","金山街361~390號","20.3","都市：其他:住宅區","","","1100116","土地1建物1車位1","十層","十層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0940705","149.26999999999998","3","2","2","有","有","1800000","12059","坡道平面","0.0","0","親友、員工、共有人或其他特殊關係間之交易;","RPRQMLLJKHGGFDH87EA","74.33","2.7","10.85","有",""
"龍潭區","土地","成功段781~810地號","266.67","","特定農業區","甲種建築用地","1091217","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","9679941","36299","","0.0","0","","RPROMLLJKHGGFCH57EA","0.0","0.0","0.0","無","217.0"
"蘆竹區","土地","南青段331~360地號","314.94","都市：其他:農業區","","","1091216","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","12860000","40833","","0.0","0","","RPWNMLLJKHGGFEH18EA","0.0","0.0","0.0","無",""
"蘆竹區","土地","富宏段181~210地號","3342.0","都市：其他:農業區","","","1091125","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","57570000","17226","","0.0","0","","RPVOMLLJKHGGFEH18EA","0.0","0.0","0.0","無",""
"平鎮區","土地","廣南段451~480地號","446.3","都市：其他:道路用地","","","1091118","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","7553550","16925","","0.0","0","包含公共設施保留地用地;","RPSNMLLJKHGGFGH97EA","0.0","0.0","0.0","無","218.0"
"平鎮區","土地","廣南段1021~1050地號","62.9","都市：其他:道路用地","","","1091118","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","1113970","17710","","0.0","0","包含公共設施保留地用地;","RPTNMLLJKHGGFGH08EA","0.0","0.0","0.0","無","219.0"
"平鎮區","土地","廣南段1021~1050地號","107.0","都市：其他:道路用地","","","1091118","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","18882764","176474","","0.0","0","包含公共設施保留地用地;","RPUNMLLJKHGGFGH18EA","0.0","0.0","0.0","無",""
"平鎮區","土地","廣南段1051~1080地號","765.8","都市：其他:道路用地","","","1091118","土地1建物0車位0","","","其他","","","","0.0","0","0","0","有","無","13367624","17456","","0.0","0","包含公共設施保留地用地;","RPVNMLLJKHGGFGH28EA","0.0","0.0","0.0","無",""
"平鎮區","土地","西社段1~30地號","78.25","都市：其他:道路用地","","","1100112","土地4建物0車位0","","","其他","","","","0.0","0","0","0","有","無","982804","12560","","0.0","0","","RPQNMLMJKHGGFGH87EA","0.0","0.0","0.0","無","220.0"
"平鎮區","房地(土地+建物)+車位","廣德街29巷31~60號","96.03","都市：其他:住宅區","","","1091218","土地1建物1車位1","全","五層","透天厝","見其他登記事項","鋼筋混凝土造","0940712","257.19","4","2","3","有","無","16500000","64155","其他","0.0","0","其他增建;","RPPPMLLJKHGGFGH87EA","227.6","0.0","20.59","無",""
"龜山區","房地(土地+建物)+車位","優美街54巷3弄1~30號","40.78","","鄉村區","乙種建築用地","1091224","土地3建物1車位1","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0821001","150.17","3","2","2","有","有","3900000","25971","坡道平面","0.0","0","","RPTOMLTLJHGGFHH56EA","94.12","1.41","10.91","有",""
"龜山區","房地(土地+建物)+車位","優美街54巷3弄1~30號","40.78","","鄉村區","乙種建築用地","1091224","土地3建物1車位1","七層","七層","華廈(10層含以下有電梯)","住家用","鋼筋混凝土造","0821001","149.5","3","2","2","有","有","3900000","26087","坡道平面","0.0","0","","RPUOMLTLJHGGFHH66EA","93.45","1.41","10.91","有",""
